ms,x,y,theta1,theta2
350373,123.979280,200.036320,-20.000000,-120.000000
350377,125.465670,201.305820,-20.000000,-120.000000
350381,121.478580,200.921840,-19.000000,-121.000000
350385,121.478580,200.921840,-19.000000,-121.000000
350390,122.964970,202.191350,-18.000000,-121.000000
350394,121.478580,200.921840,-18.000000,-121.000000
350398,120.449190,203.033110,-18.000000,-122.000000
350402,117.919110,203.830870,-18.000000,-122.000000
350406,116.432720,202.561370,-17.000000,-122.000000
350411,118.962800,201.763610,-17.000000,-122.000000
350415,116.432720,202.561370,-17.000000,-123.000000
350419,117.919110,203.830870,-16.000000,-123.000000
350423,115.375490,204.584290,-16.000000,-123.000000
350428,116.839490,205.879520,-16.000000,-123.000000
350432,116.839490,205.879520,-16.000000,-123.000000
350436,115.375490,204.584290,-16.000000,-123.000000
350440,116.839490,205.879520,-16.000000,-123.000000
350444,115.375490,204.584290,-16.000000,-123.000000
350449,116.839490,205.879520,-15.000000,-123.000000
350453,114.283130,206.588500,-16.000000,-123.000000
350456,114.283130,206.588500,-16.000000,-123.000000
350461,116.839490,205.879520,-15.000000,-123.000000
350465,114.283130,206.588500,-15.000000,-123.000000
350470,115.724300,207.909090,-15.000000,-123.000000
350474,113.155940,208.573300,-15.000000,-123.000000
350478,115.724300,207.909090,-15.000000,-123.000000
350482,114.283130,206.588500,-14.000000,-123.000000
350486,113.155940,208.573300,-14.000000,-122.000000
350491,114.573850,209.918850,-14.000000,-123.000000
350494,113.155940,208.573300,-14.000000,-123.000000
350499,114.573850,209.918850,-14.000000,-123.000000
350503,111.994310,210.538210,-13.000000,-122.000000
350507,111.994310,210.538210,-13.000000,-122.000000
350512,114.573850,209.918850,-14.000000,-123.000000
350515,114.283130,206.588500,-16.000000,-123.000000
350520,117.919110,203.830870,-16.000000,-123.000000
350524,114.283130,206.588500,-14.000000,-123.000000
350529,113.388520,211.908290,-14.000000,-123.000000
350532,114.283130,206.588500,-16.000000,-123.000000
350536,115.375490,204.584290,-16.000000,-123.000000
350541,115.724300,207.909090,-14.000000,-123.000000
350545,114.573850,209.918850,-14.000000,-122.000000
350549,117.142240,209.254670,-15.000000,-121.000000
350553,119.698610,208.545680,-15.000000,-121.000000
350557,118.536450,210.624760,-14.000000,-120.000000
350562,120.004350,215.542300,-14.000000,-119.000000
350566,120.004350,215.542300,-14.000000,-118.000000
350570,122.572710,214.878080,-14.000000,-117.000000
350574,122.569090,218.492710,-14.000000,-116.000000
350579,125.029340,221.530850,-14.000000,-114.000000
350583,126.219300,223.081630,-14.000000,-113.000000
350586,126.219300,223.081630,-15.000000,-112.000000
350591,131.085530,225.580140,-14.000000,-111.000000
350595,129.624340,227.855330,-14.000000,-110.000000
350600,131.753490,231.133960,-15.000000,-109.000000
350603,133.271610,228.821140,-15.000000,-108.000000
350607,135.827990,228.112180,-15.000000,-106.000000
350612,138.891710,233.111760,-15.000000,-105.000000
350616,138.891710,233.111760,-16.000000,-104.000000
350620,141.435330,232.358340,-17.000000,-103.000000
350624,143.965420,231.560580,-17.000000,-101.000000
350629,146.763320,236.713650,-18.000000,-100.000000
350633,146.763320,236.713650,-18.000000,-99.000000
350637,149.279080,235.871860,-19.000000,-98.000000
350641,150.992830,239.385560,-19.000000,-97.000000
350645,150.992830,239.385560,-19.000000,-96.000000
350650,154.304140,240.278760,-20.000000,-94.000000
350653,155.831650,243.877350,-19.000000,-92.000000
350657,156.548070,245.696060,-19.000000,-91.000000
350662,157.885130,249.369640,-20.000000,-89.000000
350666,158.505390,251.223360,-20.000000,-88.000000
350670,161.578060,252.158620,-20.000000,-86.000000
350674,160.170750,256.845550,-20.000000,-84.000000
350678,161.116520,260.638760,-20.000000,-83.000000
350683,164.024460,261.618130,-21.000000,-81.000000
